application_id,challenge_id,startup_id,ground_truth_technology_fit,ground_truth_problem_fit,ground_truth_sector_fit,ground_truth_experience_fit,ground_truth_team_fit,ground_truth_scalability_fit,ground_truth_revenue_fit,ground_truth_location_fit,ground_truth_eligibility,ground_truth_overall_quality
6fab1923-2650-49a7-a2f9-ae8ed1d93cf4,92d00461-b2fb-45a6-9391-8f78fe52be78,c308b9dc-037d-44af-a9c1-4c498e371434,0.0,11.2,3,60,50,100,100,100,False,31.54
7a36e678-f3c0-430d-927e-3b0254420495,ab452b12-5473-4fb2-b39c-3efafcc2ad48,5f15af61-c097-455b-ad64-8c1e59a14a8c,0.0,13.6,19,100,50,100,100,100,False,39.62
76953e44-1e66-4116-adfa-641c57471fc8,481c093a-286b-4170-a785-d71a646f547d,05b8048c-3456-4653-beb4-a8bb6746aba3,0.0,-4.6,11,100,50,100,100,100,False,35.18
0f2cce13-5bae-4e03-bb44-e86c4f8b4a06,f8b1c77b-8b1e-4961-a578-e34b18d997e4,c5cb932c-ad37-4d39-b702-1c78a61aa7f1,0.0,10.6,14,100,70,30,100,100,False,37.02
77777ad1-3bab-469e-b22c-d8bb2d2bfe1f,ee7cc185-e6f3-41ed-af6b-fbf4a2d996e3,861b7849-9739-480b-bcc4-6faac4d28192,0.0,30.0,50,100,70,30,100,100,False,64.5
437ed011-43d0-4709-b51a-18943c83bf68,aaebbf9c-00ad-4aba-838b-0c0824c87134,288c450e-a93a-4e93-9f2e-e89d13e0d96c,0.0,15.0,20,80,90,30,100,100,False,57.5
8791c8c9-f14b-4679-ba95-1939bea12f0e,481c093a-286b-4170-a785-d71a646f547d,bda128de-4019-439c-a44b-d004991b73a5,100,57.0,0,100,50,100,100,100,True,76.4
66448c23-91fe-48e0-b0e9-fcfd1730fb7a,e257edbd-289c-420b-9e7f-fbd7e8aee60e,fba6fe36-407d-42ef-9e84-d78a063abc03,50.0,28.8,2,0,90,30,100,100,False,41.46
44eace78-f014-4eb8-9fa7-b32b078039f1,d8162f8f-3cfa-4694-88fb-5ae06faec86a,036928e3-85f9-47ba-9248-f5aa733ceaa5,0.0,-5.6,6,100,70,60,100,100,False,34.48
0feb5c34-22a4-4987-8467-4909b19bf7c3,23a5d305-eda0-4e94-8e98-f4c86a0ad297,861b7849-9739-480b-bcc4-6faac4d28192,0.0,17.0,20,100,70,30,100,100,False,58.9
8e07cb5b-92a0-4388-9485-1ebb98373b1a,b5fbf217-84b9-460b-a25a-be0aa4de3950,bf1ec87c-9dc1-4dac-b71c-7497a204f08a,33.33,17.2,8,100,50,60,100,40,True,44.24
48d1cbc4-cb90-4fa6-8cb6-dfe9db5d778c,20a74af2-72e1-4308-b616-2deecb436d99,5ee76dcc-fc40-4f60-9bb8-eac17b31dd52,30,31.2,18,100,50,100,100,100,False,52.04
56406097-8105-46cf-a0f2-1dcc730142b2,cee649d5-17c9-4ee1-9fc9-a2073fdd067b,01ef38c1-92ac-4228-aec8-cd80b301d548,0.0,7.6,9,100,70,60,100,100,False,37.42
1027e4fc-d556-49a1-ab66-b54b686e05a2,2cf52316-f696-49ec-a725-0b6df727b6b5,9c23402e-6bd3-41d5-8ef2-88d7dfbc8202,0.0,3.4,1,100,90,100,91.0,40,False,56.33
7c2e70b7-9460-4791-9fe1-b16ad55914a2,ee7cc185-e6f3-41ed-af6b-fbf4a2d996e3,626b9b80-a558-46d3-a543-2ba59bcf4644,0.0,-3.2,2,100,70,100,100,100,False,56.56
e4cbc4f3-ce16-455c-99b3-86fd700b07ca,98b18b99-09b1-4480-8e0a-e6b62203a9dc,36bab244-cc1b-4ae6-a675-c69acb809d9c,0.0,8.2,18,80,70,100,100,100,False,37.44
a97d7511-bd6e-4fcd-b2be-e55168c423ed,f8b1c77b-8b1e-4961-a578-e34b18d997e4,ae1f90a2-378a-49ff-b43b-dc84bb46d922,33.33,34.6,14,100,70,60,73.0,100,True,51.97
d67acddd-9f29-4d40-a47e-b4ee29c153f8,2cf52316-f696-49ec-a725-0b6df727b6b5,c3ae24ed-b233-490b-bb2b-949499dbb957,0.0,11.4,6,100,90,100,40.0,40,False,35.88
3c24fccf-6863-4880-ae4d-e82b30f999f5,98b18b99-09b1-4480-8e0a-e6b62203a9dc,2ed88b04-1c9f-456f-8a79-926ba858eefd,30,65.0,100,100,50,30,100,40,False,60.5
7a94c782-7026-4f7e-87b1-589caa89b081,a3a55dc2-47e8-44fe-a06a-604dd049b2cd,cc50582c-b6c4-4817-ae0e-1793cf6e408b,0.0,2.4,1,20,50,30,100,100,False,20.08
391ce620-d27f-4047-9909-60d264fe064c,a361db93-a537-487f-ae2a-bbd166ad2d05,ee4224d7-6042-409d-902d-a3857533f509,0.0,7.8,17,100,70,60,100,40,False,35.26
b4e2483a-f3a4-430d-8072-d5d980f75485,f9e8e78a-8550-42bc-9ed0-6a9902ea4264,caf69984-7852-45a9-8fbb-2fa65c9d3a00,100,92.0,100,100,50,60,100,100,True,100
cd85f2f9-f0f1-4e9d-8308-3608bf857674,e1bfb432-bb1b-46f0-a4e4-76cce968e7b1,8eabedd5-cd83-47e5-adc0-e3625b72d250,0,8.0,0,100,70,100,100,40,False,15.6
8ca7c1c7-69c7-40d0-b2fa-9c8a9af42a8e,ab452b12-5473-4fb2-b39c-3efafcc2ad48,7250a3d9-b582-4ea2-96dc-906e688eec0c,0.0,-3.0,10,80,90,30,100,100,False,32.9
acc38476-4814-49fd-9773-0dc05584d832,8dd3b10b-43d2-4148-a68b-2f2d3822a084,8b6aa5e5-11e5-425c-8c94-c711683bf22c,33.33,29.0,5,100,70,60,100,100,True,51.3
a294379b-3ef4-4bbc-964e-b02db1fa22ad,c4ff8043-795c-4939-8a95-953711753ce9,86cb0759-0fe8-4047-afcf-2e051a6203b6,0.0,-0.6,11,0,70,100,100,100,False,42.98
2cda9af0-7515-4180-bdea-a7258fc5f88e,8173bc86-fbbc-4cb4-9fb3-b371c82b1da7,4933c185-4c0b-4c66-b3a1-d8edc4057425,0.0,-7.2,7,60,90,30,100,40,False,25.76
b04cc181-9146-43c1-8ff0-cb57d9bcd7c2,37507323-21b0-4ce2-b823-bddcb528281c,5f15af61-c097-455b-ad64-8c1e59a14a8c,0.0,15.2,13,80,50,100,100,100,False,36.34
de36db7c-7012-4870-8e1b-92402cebe376,ea929030-c88a-4386-886c-ee28fb327c28,4d3a059b-6af0-4eac-9c0c-adb01b4cab1f,0.0,-6.0,10,100,90,60,100,100,False,36.8
5b2821fb-aae3-40a5-92a6-131685022325,481c093a-286b-4170-a785-d71a646f547d,e69719f0-dd81-4954-882a-ff0c84a3a618,0.0,4.6,9,100,90,60,100,100,False,38.82
8bdf280d-5e5d-4a46-bb07-6736ad738397,e7f45d2f-34cb-419a-8270-bf960d8fe50a,8c9f7050-e42a-4074-8e21-7028965bb6b0,0.0,10.2,13,100,70,30,100,40,False,33.84
e80742e2-14b8-4a6c-a9f8-ee804f3cb5c9,681d46c3-f91d-44c0-bff1-a526ce5fb88a,ad5850bc-7444-4d48-9e1f-e6e60f628a26,33.33,34.2,13,100,70,100,100,40,True,52.14
737583d1-74ae-43a0-943d-c911a2cb27bd,61370f10-eee0-4038-868d-5f5c912b2943,af5555e2-a79c-4c97-b52b-2933e79b108a,30,20.2,13,100,70,60,89.0,100,False,48.79
bdb5f2ef-0f89-453f-978b-2c26bf1b1492,e257edbd-289c-420b-9e7f-fbd7e8aee60e,2f2af417-ca60-4ed8-ab6c-ed5ca2d0fc0a,0.0,12.4,6,40,70,30,100,40,False,24.58
59d09217-8c53-49a5-b0ee-b36129b66d2f,600c64a8-0925-4dcf-a823-85629ecf3ba1,cd10ef1b-642d-476b-9bcc-bf64a55f9a48,0.0,-0.8,3,100,70,30,100,40,False,50.64
dcf0ee79-46d1-447b-91b7-ade1358f5f51,e3af6c35-cd72-4ebe-81d0-a93493f3d4f3,a3a5d6f9-4a03-478f-9e34-58ebde7ec532,30,14.8,7,100,70,30,100,100,False,66.16
d626e55d-6196-4bc8-84c1-f85a9b2c6d85,c4ff8043-795c-4939-8a95-953711753ce9,71af496d-23ca-4c20-b546-89d33ca3f889,0.0,14.4,11,60,70,60,100,100,False,32.98
f70dcc87-5666-411c-b6e7-5ef26dd44c89,61370f10-eee0-4038-868d-5f5c912b2943,8d149291-e144-46f8-8790-e4c7548590bc,0.0,5.8,7,100,70,30,100,100,False,35.36
31decaba-6587-406e-87b7-63a0b2486f7d,6b9511fa-630b-46d9-9da9-89a13ef57a3b,ff99f8bf-07a7-4343-882e-c0c6564d05ab,0.0,-3.2,2,80,90,30,100,100,False,32.06
83de2e92-e76b-4463-945a-584b6c4f6361,ab452b12-5473-4fb2-b39c-3efafcc2ad48,94c4ccbb-e5ab-4192-9c44-4023f42cc613,0.0,-1.0,15,100,90,30,100,100,False,36.8
11e23518-6e4c-4949-a22b-d994ef2ec9d9,ea929030-c88a-4386-886c-ee28fb327c28,c25946c8-af21-47b2-a5d9-fb61abc41d64,100,67.6,14,100,70,100,100,100,True,81.92
718384af-1274-4800-b755-f534316e6ff1,e257edbd-289c-420b-9e7f-fbd7e8aee60e,18183b29-1303-446c-b1e4-5c9db33e3a88,0.0,3.4,11,40,50,30,16.0,40,False,17.08
ef7c9f69-fce9-4003-8f51-e0a91a2d81a2,98b776f3-143a-49e1-afab-2a677ea2f30c,e447bd35-d791-4518-a623-60c371903a15,100,76.0,50,100,70,100,46.0,100,True,84.5
a2554517-4894-4055-8c81-29f5b88d5e91,df5efbd6-10c0-4314-8631-6cfd8cd96a1a,596e3a8e-0fed-4fed-8564-8f953f2823a1,0.0,7.8,7,100,90,100,100,100,False,41.26
331db382-4bac-45c6-96b2-5f0453ff761b,054b0c11-1d61-479f-a466-3a53c02ac41c,18918191-5d26-4855-9c9c-c49f3677c325,0.0,-6.6,6,100,90,30,100,100,False,34.78
3634247c-1f52-4b64-a2c0-e9e6d0a31eee,c6407a8d-c6b5-4631-8445-9fb5474f07c7,133a51ae-cb4d-4bb7-9ad9-ebf2c4108e05,0.0,-4.8,13,100,90,100,100,100,False,39.34
d495225a-79c5-4a48-a9c9-7fc3e2d33e64,600c64a8-0925-4dcf-a823-85629ecf3ba1,e910f92c-ce05-437d-9d75-099712e9b46f,0.0,-5.6,1,100,50,60,38.0,40,False,25.88
3cb9f405-87bd-4d1d-a091-512a379450af,095c62af-346a-471b-8517-5269bcd0cab0,560b0994-3648-468c-ba5a-e93a230ef34e,0.0,5.0,5,100,90,100,100,100,False,40.5
0b949aaf-a42a-49f6-8531-cc3a96b1dfa4,e7f45d2f-34cb-419a-8270-bf960d8fe50a,64246a7f-217d-4b74-9fb0-4523e60b9e3c,30,19.2,13,100,90,100,92.0,40,False,49.74
07941714-b6f6-4f2b-ad06-a124d110324b,5d47c32c-9bdd-4b73-95b2-b9200c65f614,2b90c422-34ec-4309-93be-b01b487375f6,0.0,-4.4,4,100,90,30,100,100,False,55.02
774f8ef9-e2d5-477f-93b8-69f8c15604c2,6f313b7e-04a6-4ad3-bc54-cbea33d1b2a0,18183b29-1303-446c-b1e4-5c9db33e3a88,66.67,70.0,100,80,50,30,16.0,100,False,68.3
79eb3936-7155-4f12-b04b-5159735d5401,949173bb-98e6-44f5-8862-71f45f0c5487,02457445-7266-4707-9330-1ff751d0d270,0.0,3.2,13,80,90,60,96.0,100,False,35.74
86a962ca-f65a-4274-a9f2-48f781d254a6,92d00461-b2fb-45a6-9391-8f78fe52be78,6e0ede6b-92f6-486f-a621-2682c3b9bcc6,50.0,37.8,7,100,70,30,100,40,True,53.76
a59a3b5d-56b0-483c-ac87-e7f5672de246,eafcae4b-3085-4064-aa0c-7c383556dbcb,8481ee3a-88ec-4d38-bc8e-d3ad3a21e6d6,30,23.4,11,100,70,30,96.0,100,False,48.08
5752d170-506f-442b-9778-a7afd0ec7a39,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,f1fd0f83-a5e3-4e33-8693-5a547a901e91,0,-6.0,5,100,50,100,8.0,100,False,9.7
f6f16b67-e510-4748-9b5f-0ea9f613ca52,c12acd50-273c-4856-b50f-15ad96406571,404a2fd3-daac-4aff-a6f8-a760a64f903f,0.0,5.8,2,100,90,30,100,40,False,33.86
ede93358-be24-47ea-acf9-47fb788d3634,c3525510-84f1-4703-b98a-c6e507b008a2,3f68fd5a-96a9-41e5-9446-e779eeb415df,0.0,3.2,13,100,90,100,100,100,False,40.94
3bfea67f-65ae-494b-905d-09a566eadf3b,129734b4-582b-42d2-b98b-03101cec4267,d31938b9-5aa8-45ec-a75c-5b0166da00f0,33.33,18.8,17,100,90,60,47.0,100,True,49.81
d76b2a9b-2507-4c2a-a4ab-064e1b791510,f26223d3-22b0-4b85-8732-fa949fef8692,f88cbd18-803d-4b16-a1cd-1d9a093b1a62,0.0,16.0,20,80,70,100,100,100,False,59.2
4a791c62-0bb5-41a4-819f-4e3fd0543dc4,98b776f3-143a-49e1-afab-2a677ea2f30c,2cd2ef68-f598-4f2e-8860-7c9438d41908,100,59.4,16,100,50,60,100,100,True,76.48
187feb98-dbfb-4dd7-9229-6ebb5913cb9d,92b97765-6f3e-40bb-8e7e-728edd7445a8,54963668-43a2-4792-93a2-8e82520e1b76,0,31.2,18,100,90,60,100,40,False,31.04
dfc30bbc-ef1e-40b9-9922-1bcf6cf50fad,129734b4-582b-42d2-b98b-03101cec4267,e0652666-ace8-4b09-9d3b-4c2c45ab2338,0.0,0.8,2,100,50,100,100,100,False,55.36
f44970d6-cebc-4e66-9e54-1c3472cbc2d7,e3fefcef-9bfe-4d2d-aec7-964ff5d7a350,81e7bd11-33f5-4d1d-9bc0-c4ba024af5e8,0.0,8.8,2,100,50,100,100,100,False,36.96
dd6a3034-0885-4917-a675-f314c421d46a,eafcae4b-3085-4064-aa0c-7c383556dbcb,c76e857b-46d5-4d01-aedf-35a8bb001ec4,0.0,-2.0,0,100,50,100,74.0,100,False,33.3
a2c2e0fd-82b9-4566-bc77-4d8110ca9a44,b365bb8d-2f29-40fd-ba99-3bc53c5da8a3,a5abf0d9-c6d3-4d94-8be3-ba33403e616d,0.0,10.8,17,80,90,100,100,100,False,39.86
bf129eb4-4b7a-437f-bee3-3f4986c65eb7,46595dde-9e76-4044-950f-b4eb06b14bd5,67e3534c-2c33-40d3-9af2-29506919f018,0,9.8,17,100,90,100,93.0,100,False,22.31
12a82ed2-9cd4-4bb3-884f-4d1a2b54db00,681d46c3-f91d-44c0-bff1-a526ce5fb88a,5ee76dcc-fc40-4f60-9bb8-eac17b31dd52,0.0,1.2,13,100,50,100,100,100,False,36.54
ddb8e10e-25b5-456f-b91d-a2bb192a7bc3,eafcae4b-3085-4064-aa0c-7c383556dbcb,21b2ea32-05d5-4b97-9c8c-e5459dfbc9ac,0.0,-1.8,18,100,50,60,100,100,False,34.44
bfffab7a-36d6-43f6-940f-5567e30c5cfa,c9b924f7-3f8e-482e-9312-9d29d29ca15c,cacd1949-80c3-4480-b60c-7152c0f8e598,0.0,5.8,7,80,50,30,6.0,100,False,25.66
9ce12308-82a9-4938-8c51-e43f2369041b,129734b4-582b-42d2-b98b-03101cec4267,a97a769a-313e-4860-b96e-371a6428c75e,66.67,72.0,100,100,70,60,100,100,True,79.4
efbc741e-f446-4d90-b6dc-db8f8670aa34,095c62af-346a-471b-8517-5269bcd0cab0,4bcab53c-0fd6-4ac4-97b1-907b43179b04,50.0,31.2,18,100,70,30,100,40,True,53.54
6e4ec3c4-8a87-46c3-82cb-a1667e8aec3f,600c64a8-0925-4dcf-a823-85629ecf3ba1,4b6a53d1-5386-4473-9a65-4f9bdc652ef9,0.0,46.0,100,100,90,100,100,40,False,55.2
519cd87d-52e8-45bb-a3e4-8bb839429225,5d47c32c-9bdd-4b73-95b2-b9200c65f614,4f4448f6-54d2-4bc9-b822-f0b7286d156b,0.0,9.6,19,80,50,100,100,100,False,35.82
c603bc60-8dc9-4833-9650-deb31e99f550,ab452b12-5473-4fb2-b39c-3efafcc2ad48,b051a780-4e07-4cba-8c97-fe5127fe5e52,0.0,9.8,12,100,50,60,100,100,False,36.16
7506c290-4cee-4cb5-b749-7f383f6c1880,15b46f1c-a3f5-410c-952c-d5705a2be4a5,cebccdbf-2026-4dfc-b7c7-62909f7614d3,33.33,34.2,18,100,50,100,100,40,True,50.64
e6b64f1a-b993-47fe-9e6a-86d899ae298d,e528eb83-f214-4ffd-8fdd-d075a3c70218,56ac2702-571f-4ba1-95c5-add76f7390f4,30,15.4,6,100,70,100,100,100,False,69.68
73db6da8-bdae-4536-97f4-4ab30af2ea07,481c093a-286b-4170-a785-d71a646f547d,7bed38c6-c682-4282-a9cc-e28aaac497d2,0.0,10.8,2,100,90,100,100,100,False,41.36
ab95feda-c0dd-4e9d-9101-ee95f482bcbe,b5fbf217-84b9-460b-a25a-be0aa4de3950,71e98250-3766-4f79-8ce4-9eccbfaa8100,66.67,31.2,3,100,70,30,100,100,True,60.04
35312cae-482b-4fce-9597-6b501f9dceaf,85a17dc8-2912-45b6-8624-fd81f71a5495,9e58f728-7fdf-4330-b7c5-4b7492410afc,0.0,2.4,16,100,90,60,100,40,False,36.08
46d07379-7932-43e4-87d5-5fe19812c7d0,bbd7135d-3d8b-4dae-bfee-367dbf4c0cfc,718e7889-323f-41a3-aa7e-4090474b89a2,0.0,7.0,15,40,70,30,100,100,False,27.4
e623d5b5-3929-4a13-87e3-e2dc44fada27,785d8c39-f63d-4e16-afaf-b4669da59ed7,e08e1a0a-5ad6-4a94-b45e-57ee3d257dc7,0.0,9.0,10,100,90,30,100,100,False,38.3
26f88925-bb7e-48b7-94c4-f53199dbe0f6,8dd3b10b-43d2-4148-a68b-2f2d3822a084,66d6b53d-c06c-40a9-9ab7-eb8db23d401c,33.33,16.0,15,100,70,100,100,100,True,51.7
13741623-f284-4099-bd85-34c85f279269,c9ae446d-0cec-4ed8-b1b7-bf7206314550,6233824c-c881-49a8-bb2d-84c368c32806,0.0,-3.4,9,100,90,60,100,100,False,37.22
a654dee4-6a99-4ec6-83bf-d95c82d438d5,2cf52316-f696-49ec-a725-0b6df727b6b5,74b85d89-3c21-4571-9054-2d3c8f3f54e2,0.0,0.8,2,100,70,30,100,100,False,33.86
47b08268-4c78-4465-aa7a-529722fa59c1,d8162f8f-3cfa-4694-88fb-5ae06faec86a,5f3c2394-a2f8-4234-8128-70dc65415731,0.0,6.4,11,80,50,30,9.0,100,False,26.33
d26ba34f-dd64-4a1b-bc5c-44bea40a1305,914ef79f-a7d5-4d9c-83d2-4aaddd4ab194,64999aeb-ad01-4749-95c9-6ceacb58d8e1,10.0,43.8,12,100,50,60,100,100,True,37.96
ed20c425-dcb0-4889-993f-4c7af49592f2,eafcae4b-3085-4064-aa0c-7c383556dbcb,5029c8fb-398a-448e-b649-822d0182c5ef,50.0,28.2,8,100,50,60,100,100,True,54.44
0609508d-f40b-4ec3-8f9e-89ba1fb2e8a6,44f895f3-ab52-4c68-be7b-108a8c8f3740,8d99c395-c2ad-478d-8126-ea8d7c722f1c,0.0,15.6,19,100,70,30,100,100,False,58.52
607972ae-cdac-47c7-be21-c79260495f24,bdafab8f-2f56-4402-9372-d46f9e7f63f6,88cbef43-f648-4a91-8a59-9107e940bc3f,0.0,10.0,10,100,50,60,100,100,False,36.0
9532bdd4-eb2a-4df0-bb09-9f73b4cc4f95,129734b4-582b-42d2-b98b-03101cec4267,80f2d33a-2268-4d7d-8592-1ba88568c193,0.0,9.6,9,100,90,100,100,100,False,61.82
b0d2c793-5611-4d18-8ea7-b5286d93178d,74c6741e-4b17-44b6-bae9-1e967acb7ef7,7557f67f-6461-47af-adac-c41d1d768886,0.0,6.8,7,100,50,30,100,40,False,30.56
f40ac0ed-3f3d-4e66-ab16-d3f5366c6469,37507323-21b0-4ce2-b823-bddcb528281c,60bf8c9e-c4dc-498f-933e-3a0b34c6c1a6,0.0,7.0,20,100,50,100,100,100,False,38.4
9933bcbd-5034-41cc-ad82-89601dbee973,b90cb24f-9d36-494b-97a7-09823f46832b,c5b876ea-d566-4609-9e2d-1ed305aa86fb,30,22.0,10,100,50,100,100,100,False,49.4
d0dbd4af-5605-4acb-aa85-46101b25a31b,0661d731-4940-4d47-9684-a27d07ac9a48,30112291-9d18-4ae3-8821-00f000bf07eb,30,60.0,100,100,70,100,100,100,False,68.0
e0c7da38-d9fa-455a-b618-58c828e55795,98b776f3-143a-49e1-afab-2a677ea2f30c,778db9e7-4a7c-4b4e-a4f9-5a26e5ce7629,0,2.4,16,100,70,60,100,100,False,17.08
2b050be6-e301-4088-9861-fdecf489ed48,92d00461-b2fb-45a6-9391-8f78fe52be78,eaef09d5-5e00-4411-9514-e988b44806df,0.0,9.8,12,100,70,30,100,40,False,33.66
c242c982-428a-4e5c-bc5a-c73d60617d5e,f9e8e78a-8550-42bc-9ed0-6a9902ea4264,08fc2028-046d-4a0f-808f-ea3a9de0e4ee,0.0,-0.4,4,100,50,100,100,100,False,35.32
d63e89ae-dacc-4384-be1a-7aafec0ca922,b5fbf217-84b9-460b-a25a-be0aa4de3950,ec8ba342-c8f7-403e-865e-55891a74ea2b,33.33,44.0,50,80,90,100,36.0,100,False,56.6
1a049a8d-0c7e-4730-b13a-2b182b375917,a361db93-a537-487f-ae2a-bbd166ad2d05,bf993338-1d98-4c1b-822c-1eaffc501e56,0.0,-5.0,0,100,90,100,12.0,100,False,33.6
f0850208-2711-4c3b-8557-fcaeb9679b0b,984f6780-7307-4fd2-bf30-20713f233118,a260dacc-ac37-4e54-ac05-f80b45c60eb6,0.0,11.2,18,100,50,60,100,100,False,37.04
631d4e68-18d0-47c0-a157-1a03f472c8e1,f9c2d49e-1a3c-4523-b4a2-9c92d21096f3,05b8048c-3456-4653-beb4-a8bb6746aba3,0.0,12.8,17,100,50,100,100,100,False,39.26
f87e2faa-cb11-4fe4-9327-e76519c15d97,e3af6c35-cd72-4ebe-81d0-a93493f3d4f3,05b8048c-3456-4653-beb4-a8bb6746aba3,30,30.0,15,100,50,100,100,100,False,51.5
665ccece-1ee2-43f3-ab28-206308bea950,4f7ec1ca-4230-4de6-b0a3-47677ae5458e,47756d50-4ff4-47fc-bbfb-1f45e0fd4616,0,9.4,1,100,70,60,100,100,False,16.98
0e3b2e2f-e8de-4cd0-a1b9-c071f082047e,b90cb24f-9d36-494b-97a7-09823f46832b,52e02d9f-a4aa-4d63-97b7-7fd7cf022d0f,100,56.6,14,100,70,60,100,100,True,77.72
4bb544a0-4aa4-4e4d-8de4-6a3d216280a5,eafcae4b-3085-4064-aa0c-7c383556dbcb,216e9a86-6151-42ab-a199-6b79ee5f61e7,0.0,-8.2,2,100,90,60,100,100,False,35.56
ffdeddca-457c-4673-9b42-f17503be628d,04fc0fbc-3d70-4d3a-87dd-38115c9a01a5,736cf9a5-d44c-4d68-a551-776e80c55ad2,0.0,-4.0,10,100,70,100,100,40,False,34.2
66ae6204-b033-447d-b151-1c546b0ca4f5,6649f2a7-84f5-4e94-88b8-38afab9d76f7,64aa2950-f67c-4e43-8f30-b9d4d619aeb0,30,45.0,50,100,90,30,100,100,False,58.5
15cfe292-595d-432b-b24d-fcfb35688574,7b33abe6-5813-4f74-a374-5ec39b676bcd,dc046e4d-f348-4bbd-ba3f-d213930f6611,0.0,7.0,0,0,70,100,100,100,False,23.4
69bceaf4-f3a0-45b3-b2ef-055b33ee60f9,3beb567e-55ca-481a-a6d8-09cc8c0ef3dc,81e7bd11-33f5-4d1d-9bc0-c4ba024af5e8,100,57.2,3,100,50,100,100,100,True,76.74
e76b0f34-f3a2-4399-abfa-96a874d173f8,4f7ec1ca-4230-4de6-b0a3-47677ae5458e,418260b7-c9c1-46b3-8f1e-08b854b92819,0.0,24.0,50,100,90,30,100,100,False,45.3
708a5a9b-0a11-4b50-8e49-1d60f98919b5,698cd44e-b2d1-4a5a-9ddf-8a6e6c5867f9,1738c694-0725-4f6b-9a91-31cdf3cdc1c6,0.0,11.0,15,60,90,100,100,100,False,36.7
eeb16c5f-9fc4-403f-a57d-3d5d1cf219a2,681d46c3-f91d-44c0-bff1-a526ce5fb88a,c10a2927-7138-462e-8327-be78e8c3be44,33.33,21.8,12,100,70,60,100,100,True,50.56
5e2512b8-7463-49ad-a893-671a6a8f18a5,c8559569-f080-4d3f-b9fb-d404aaeaea5e,685c3ea2-6227-4c79-980b-d21838bc417e,0.0,-3.6,6,100,70,60,100,100,False,34.88
8adf6684-1fd3-41cd-8207-cff46c19388f,9f5ecb7e-28d4-4647-9117-0726e7eca285,a464f0eb-d426-4919-9c3d-9992443b2915,0.0,5.6,19,100,70,100,59.0,40,False,34.97
c70704a2-af45-4120-b8c3-3c36f6c85b6d,92b97765-6f3e-40bb-8e7e-728edd7445a8,d696dc1e-4602-49a3-9ceb-1704b8e2df30,0.0,4.8,7,100,70,60,32.0,40,False,30.26
6fe36327-1f5d-43d9-a420-fac509d9cbb1,949173bb-98e6-44f5-8862-71f45f0c5487,359f0cc1-ddce-4021-8f11-43ff44aa9664,0.0,-5.4,4,60,90,30,100,100,False,28.82
f32e420e-5083-4d36-b031-132ec5f1fe5e,af6464d4-e6e9-471d-9c3b-af40fced71c8,001139e7-cb6c-43f9-97e0-4612010be20c,0.0,15.4,16,100,50,100,100,100,False,39.68
7147b555-e792-40ad-a218-f22c5fe6421a,7b33abe6-5813-4f74-a374-5ec39b676bcd,b0f1552e-ef68-408e-9ad8-3c86283d5a9c,0.0,-8.0,5,40,50,100,78.0,40,False,20.8
aff1005c-d050-4ce8-8d64-d1ecc41f81da,df5efbd6-10c0-4314-8631-6cfd8cd96a1a,30aac680-7135-465c-883c-7eda5f4086d9,100,74.2,13,60,70,30,100,100,False,73.64
6616acaf-43b5-4574-8539-15a1bb9a1b86,ef73ef9f-dc66-486b-b172-14af6d121c0a,6269069b-7985-4cbe-88d1-8b6b4a0dffe8,0.0,0.8,2,100,90,60,46.0,100,False,34.66
5a3c6a96-4a8c-4ec4-99dd-fa0f3a41e6ee,273f72ff-7975-4a29-8788-f7c6ee5beb8e,736cf9a5-d44c-4d68-a551-776e80c55ad2,0.0,10.0,10,80,70,100,100,100,False,37.0
06e9132f-5fd8-4749-8acd-4eca995b9046,6f313b7e-04a6-4ad3-bc54-cbea33d1b2a0,517c9076-a4a5-41c3-8a47-5968d681e23b,66.67,47.0,5,100,50,60,100,100,True,62.9
0f2d7924-e370-4aa6-927f-f5f00eb4c0c4,c8559569-f080-4d3f-b9fb-d404aaeaea5e,783925f2-4c8d-4867-93ef-b841ace7f7d8,30,58.0,100,100,70,30,100,100,False,64.1
8346aec5-1ded-46a8-be43-a71c84151da1,e3fefcef-9bfe-4d2d-aec7-964ff5d7a350,470ee4c9-aec3-443c-ad67-bf6f8470b0db,0.0,3.2,8,80,90,60,100,100,False,35.44
2da097bb-d238-4779-92e4-3ccbe723300a,23a5d305-eda0-4e94-8e98-f4c86a0ad297,867d1c90-9adc-476e-b037-91f48f4a93fc,0.0,4.2,13,100,70,100,100,100,False,39.14
efc73903-44c9-4ba2-b505-3f74f78c0c05,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,1fe21af5-7144-4877-b3bf-30ab244d086f,0,30.0,5,100,90,30,15.0,100,False,26.75
f371397f-f6ed-4a96-80b1-185a4ce157b3,af6464d4-e6e9-471d-9c3b-af40fced71c8,02c8276f-13d2-4d72-b1d3-3d61fc61fa0d,10.0,33.4,11,100,90,30,100,100,True,38.28
366849e4-92b3-4142-94c6-fc815aa1a864,b90cb24f-9d36-494b-97a7-09823f46832b,2d342917-b952-4c04-8bd7-9d4c5c533cd3,0.0,9.2,13,100,50,60,100,100,False,36.14
0e0bdcb6-20b0-49ef-8a69-6ab1d22d6140,15b46f1c-a3f5-410c-952c-d5705a2be4a5,3bedca68-94ff-4d5d-9257-c831ab9d7c0d,33.33,35.4,16,100,90,60,100,100,True,55.68
